Mouse_ID,Transect,State,Address,Code,Latitude,Longitude,Sex,Status,Species,Year,Capture,Dissection,Dissectors,Ectoparasites,Body_weight,Body_length,Tail_length,Spleen_mass,Left_Testis_mass,Right_Testis_mass,Left.epididymis.weight,Seminal.vesicle.weight,Left.ovarium.weight,Right.ovarium.weight,Total,Embryo_left,Embryo_right,Feces_weight,Worms_presence,Unknown_cecum,Unknown_colon,Unknown_SI,Syphacia_cecum_colon,Cysticercus_tenia_teniformis_liver,Catotenia_pusilla_SI,Mastophorus_stomach_SI,Heterakis_spumosa_colon_cecum,Tapeworm_SI,Trichuris_cecum,Aspiculuris_cecum,Aspiculuris_colon,Hymenolepis_SI,Rodentolepis_liver_digtract,Mesocoides_body_cavities,Mesocoides_lungs,Heigmosomoides_polyguis,H_diminita?,Notes
AA_0308,HZ_BR,Germany,Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow,NA,52.242982,13.867386,male,adult,Mus musculus,2017,13/09/17,14/09/17,Czech,FALSE,14.44,75.23,82.77,0.0395,0.0358,0.0424,0.0112,0.019,NA,NA,NA,NA,NA,0.52,TRUE,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white spot on belly + to check
AA_0309,HZ_BR,Germany,Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow,NA,52.242982,13.867386,female,adult,Mus musculus,2017,13/09/17,14/09/17,Czech,FALSE,15.87,83.14,89.49,0.0544,NA,NA,NA,NA,0.0049,0.004,NA,0,0,0.06,TRUE,NA,NA,NA,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
AA_0310,HZ_BR,Germany,Alt Gaul 26b 16269 Wriezen florian köhler,NA,52.738064,14.095413,female,young,Mus musculus,2017,13/09/17,14/09/17,German,FALSE,7.75,60.4,56.93,0.01,NA,NA,NA,NA,NA,NA,NA,0,0,0.07,TRUE,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
AA_0311,HZ_BR,Germany,Alt Gaul 26b 16269 Wriezen florian köhler,NA,52.738064,14.095413,female,adult,Mus musculus,2017,13/09/17,14/09/17,German,FALSE,14.12,77.78,73.49,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.29,TRUE,NA,NA,NA,135,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA
AA_0312,HZ_BR,Germany,Alt Gaul 26b 16269 Wriezen florian köhler,NA,52.738064,14.095413,female,adult,Mus musculus,2017,13/09/17,14/09/17,German,TRUE,19.84,78.14,68.08,0.07,NA,NA,NA,NA,NA,NA,NA,0,0,0.45,TRUE,NA,NA,NA,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
AA_0313,HZ_BR,Germany,Reitsport Münchehofe Minderhofer strasse,NA,52.496944,13.677066,female,pregadultnt,Mus musculus,2017,13/09/17,14/09/17,German,FALSE,16.43,87.56,85.8,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,0.16,TRUE,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
AA_0314,HZ_BR,Germany,Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow,NA,52.242982,13.867386,male,adult,Mus musculus,2017,13/09/17,14/09/17,German,FALSE,13.68,66.99,83.2,0.028,0.083,0.086,0.026,0.045,NA,NA,NA,NA,NA,0.12,TRUE,NA,NA,NA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
AA_0315,HZ_BR,Germany,Reitsport Münchehofe Minderhofer strasse,NA,52.496944,13.677066,female,pregadultnt,Mus musculus,2017,13/09/17,14/09/17,German,FALSE,18.73,80.01,82.41,0.02,NA,NA,NA,NA,NA,NA,NA,0,5,0.79,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
AA_0316,HZ_BR,Germany,"Croustillier 17, 16259 oderage",NA,52.791376,14.116181,male,adult,Mus musculus,2017,13/09/17,14/09/17,German,FALSE,10.59,69.08,62.84,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,TRUE,NA,NA,NA,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA
AA_0317,HZ_BR,Germany,Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow,NA,52.242982,13.867386,male,adult,Mus musculus,2017,13/09/17,14/09/17,German,FALSE,17.55,82.54,84.4,0.03,0.1097,0.1111,0.0263,0.1048,NA,NA,NA,NA,NA,0.49,TRUE,NA,NA,NA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
AA_0318,HZ_BR,Germany,"Croustillier 17, 16259 oderage",NA,52.791376,14.116181,female,adult,Mus musculus,2017,13/09/17,14/09/17,German,TRUE,16.05,82.77,72.63,0.04,NA,NA,NA,NA,NA,NA,NA,0,0,0.19,TRUE,NA,NA,NA,76,0,0,0,19,0,15,0,0,0,0,0,0,0,0,NA
AA_0319,HZ_BR,Germany,dubener hauptstrasse 24,NA,51.897811,13.809616,female,adult,Mus musculus,2017,13/09/17,14/09/17,German,TRUE,14.2,73.41,74.28,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,0.84,TRUE,NA,NA,NA,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,NA
AA_0320,HZ_BR,Germany,dubener hauptstrasse 24,NA,51.897811,13.809616,male,adult,Mus musculus,2017,13/09/17,14/09/17,Czech,FALSE,16.37,79.23,84.3,0.0509,0.0702,0.0702,0.0237,0.1369,NA,NA,NA,NA,NA,0.74,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
AA_0321,HZ_BR,Germany,Dorretenhof Gut Doretenhof 2/3,NA,53.111991,13.462134,male,BA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,9.42,69.59,65.19,0.0335,0.0516,0.0518,0.0139,0.0221,NA,NA,NA,NA,NA,0.41,TRUE,NA,NA,NA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0322,HZ_BR,Germany,Seramun Biotechniogie zentrum spreenhagener strasse 11 15754 Heijensee,NA,52.269413,13.834069,male,adult,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,16.85,77.72,87.97,0.0291,0.0945,0.0965,0.0142,0.0436,NA,NA,NA,NA,NA,0.6,TRUE,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0323,HZ_BR,Germany,Dorretenhof Gut Doretenhof 2/3,NA,53.111991,13.462134,female,adult,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,8.1,69.25,60.8,0.0137,NA,NA,NA,NA,0.001,0.0016,0.0026,0,0,0.75,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0324,HZ_BR,Germany,Dorretenhof Gut Doretenhof 2/3,NA,53.111991,13.462134,female,pregadultnt,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,15.54,81.92,73.32,0.024,NA,NA,NA,NA,NA,NA,NA,2,4,0.33,TRUE,NA,NA,NA,83,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
AA_0325,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,14.71,79.52,73.51,0.0651,0.0656,0.0652,0.0137,0.0321,NA,NA,NA,NA,NA,0.29,TRUE,NA,NA,NA,7,0,0,0,0,0,0,0,0,1,2,0,0,0,0,check the worms
AA_0326,HZ_BR,Germany,JOACHIM3,NA,53.12478,13.459395,male,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,TRUE,12.71,75.86,75.86,0.0459,0.0547,0.0564,0.013,0.0741,NA,NA,NA,NA,NA,0.51,TRUE,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0327,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,17.17,84.8,75.82,0.0416,NA,NA,NA,NA,0.0043,0.0039,0.0082,0,0,0.12,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,
AA_0328,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,young,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,7.65,64.2,68.05,0.019,NA,NA,NA,NA,NA,NA,NA,0,0,0.05,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0329,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.560206,14.01867,male,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,16.09,80.24,80.38,0.0206,0.0603,0.0618,0.0178,0.0869,NA,NA,NA,NA,NA,0.61,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0330,HZ_BR,Germany,Alt-Ruhlsdorf strasse 14 15344 Straussberg,NA,52.569492,13.99056,male,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,15.75,82.68,77.85,0.0206,0.062,0.0641,0.0185,0.1134,NA,NA,NA,NA,NA,0.19,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
AA_0331,HZ_BR,Germany,TEMP1,NA,53.115344,13.478184,female,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,16.77,80.89,75.87,0.036,NA,NA,NA,NA,0.045,0.006,0.0105,0,0,0.12,TRUE,NA,NA,NA,214,0,0,1,0,0,0,0,12,0,0,0,0,0,0,
AA_0332,HZ_BR,Germany,TEMP1,NA,53.115344,13.478184,female,post partum (lactating),Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,16.89,82.56,76.29,0.0306,NA,NA,NA,NA,0.0032,0.0041,NA,0,0,0.4,TRUE,NA,NA,NA,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,check the worms
AA_0333,HZ_BR,Germany,TEMP1,NA,53.115344,13.478184,male,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,17.87,82.12,76.82,0.0885,0.0528,0.05,0.0185,0.0938,NA,NA,NA,NA,NA,0.46,TRUE,NA,NA,NA,22,0,6,0,0,0,0,0,45,0,0,0,0,0,0,left kidney regressed
AA_0334,HZ_BR,Germany,Hauptstrasse 58 15345 Harnedorf,NA,52.682556,14.007385,male,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,12.16,73.26,68.44,0.0209,0.0718,0.0748,0.0173,0.1107,NA,NA,NA,NA,NA,0.05,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0335,HZ_BR,Germany,Waldstrasse 1,NA,51.974531,14.054357,female,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,TRUE,13.65,76.7,71.65,0.0297,NA,NA,NA,NA,0.0027,0.0029,0.0056,0,0,0.51,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
AA_0336,HZ_BR,Germany,TEMP1,NA,53.115344,13.478184,male,young,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,5.26,55.3,53.09,0.0103,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,TRUE,NA,NA,NA,70,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0337,HZ_BR,Germany,Alte Heerstrasse 39,NA,52.7667,14.0817,female,post partum,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,14.58,81.18,73.78,0.021,NA,NA,NA,NA,0.0033,0.0039,0.0072,0,0,0.6,TRUE,NA,NA,NA,115,0,0,0,0,0,4,0,66,0,0,0,0,0,0,
AA_0338,HZ_BR,Germany,Seramun Biotechniogie zentrum spreenhagener strasse 11 15754 Heijensee,NA,52.269413,13.834069,male,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,17.49,82.87,90.18,0.0371,0.0827,0.0852,0.0257,0.148,NA,NA,NA,NA,NA,0.75,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,white spot on belly
AA_0339,HZ_BR,Germany,JOACHIM3,NA,53.12478,13.459395,male,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,17.63,84.42,81.46,0.0524,0.0579,0.0617,0.0226,0.1852,NA,NA,NA,NA,NA,0.21,TRUE,NA,NA,NA,1,0,0,0,0,0,0,0,136,0,0,0,0,0,0,
AA_0340,HZ_BR,Germany,JOACHIM3,NA,53.12478,13.459395,female,pregadultnt,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,22.19,80.3,73.83,0.0231,NA,NA,NA,NA,NA,NA,NA,3,2,0.13,TRUE,NA,NA,NA,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
AA_0341,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,15.8,80.13,63.74,0.0334,NA,NA,NA,NA,0.0046,0.0039,NA,0,0,0.54,TRUE,NA,NA,NA,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,
AA_0342,HZ_BR,Germany,JOACHIM3,NA,53.12478,13.459395,female,pregadultnt,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,17.21,78.79,76.52,0.036,NA,NA,NA,NA,NA,NA,NA,1,2,0.1,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,
AA_0343,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.560206,14.01867,female,NA,Mus musculus,2017,14/09/17,15/09/17,Czech,FALSE,14.79,80.06,73.72,0.0414,NA,NA,NA,NA,0.0042,0.0064,0.0106,0,0,0.13,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0344,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,TRUE,17.24,87.46,73.57,0.06,NA,NA,NA,NA,NA,NA,NA,0,0,0.38,TRUE,NA,NA,NA,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,SG in our tank (mistake) + check the worms
AA_0345,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,young,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,9.25,64.07,58.32,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
AA_0346,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,19.29,86.1,77.13,0.05,NA,NA,NA,NA,NA,NA,NA,0,0,0.73,TRUE,NA,NA,NA,42,0,0,0,0,0,20,0,10,0,0,0,0,0,0,
AA_0347,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,young,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,6.77,64.54,59.54,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0348,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,17.49,77.47,67.8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,TRUE,NA,NA,NA,0,0,0,15,0,0,8,0,9,0,0,0,0,0,0,
AA_0349,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,18.27,90.95,73.72,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,2 mice same cage ^!! 0.49,TRUE,NA,NA,NA,0,0,0,18,0,0,71,0,0,0,0,0,0,0,0,
AA_0350,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,NA,Mus musculus,2017,14/09/17,15/09/17,German,TRUE,17.18,80.78,71.76,0.05,0.0651,0.0662,0.0176,0.054,NA,NA,NA,NA,NA,0.45,TRUE,NA,NA,NA,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0351,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,20.27,94.9,77.88,0.2,NA,NA,NA,NA,NA,NA,NA,0,0,0.14,TRUE,NA,NA,NA,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,hepatomegalia. Necrosis on the splee. Hypertrophic mesenteric lymph nodes
AA_0352,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,male,NA,Mus musculus,2017,14/09/17,15/09/17,German,TRUE,16.56,79.77,70.3,0.04,0.07,0.077,0.017,0.091,NA,NA,NA,NA,NA,1.24,TRUE,NA,NA,NA,20,0,0,0,0,0,9,0,17,0,0,0,0,0,0,
AA_0353,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,18.85,86.95,77.48,0.04,NA,NA,NA,NA,NA,NA,NA,0,0,0.58,TRUE,NA,NA,NA,0,0,0,13,0,0,1,0,11,0,0,0,0,0,0,
AA_0354,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,young,Mus musculus,2017,14/09/17,15/09/17,German,TRUE,7.22,61.21,59.6,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.08,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0355,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,20.09,85.06,79.03,0.16,NA,NA,NA,NA,NA,NA,NA,0,0,0.41,TRUE,NA,NA,NA,0,0,0,17,0,0,4,0,7,1,0,0,0,0,0,
AA_0356,HZ_BR,Germany,JOACHIM3,NA,53.12478,13.459395,female,young,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,7.75,60.66,53.39,0.01,NA,NA,NA,NA,NA,NA,NA,0,0,0.16,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0357,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,10.83,69.37,63.34,0.07,NA,NA,NA,NA,NA,NA,NA,0,0,NA,TRUE,NA,NA,NA,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0358,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,female,pregadultnt,Mus musculus,2017,14/09/17,15/09/17,German,TRUE,26.7,89.31,73.95,0.09,NA,NA,NA,NA,NA,NA,NA,0,0,0.05,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0359,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,male,young,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,9.97,68.21,53.64,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0360,HZ_BR,Germany,Dorfstrasse 84 Storkow,STORK84,53.049615,13.440793,NA,NA,Mus musculus,2017,14/09/17,15/09/17,German,FALSE,10.9,70.26,68.28,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0361,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,male,NA,Mus musculus,2017,15/09/17,15/09/17,Czech,FALSE,19.62,86.14,86.12,0.0601,0.0693,0.0739,0.0247,0.1498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0362,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,male,NA,Mus musculus,2017,15/09/17,15/09/17,Czech,FALSE,15.11,82.76,78.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0363,HZ_BR,Germany,Berghof 2 15859 Rieplos (Storkow) agrarunternehmer,NA,52.276343,13.897624,male,NA,Mus musculus,2017,15/09/17,15/09/17,Czech,FALSE,14.29,74.15,Def,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0364,HZ_BR,Germany,Berghof 2 15859 Rieplos (Storkow) agrarunternehmer,NA,52.276343,13.897624,female,NA,Mus musculus,2017,15/09/17,15/09/17,Czech,FALSE,18.4,85.41,89.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0365,HZ_BR,Germany,Birkenweg 16 16259 Dannenberg,NA,52.771519,13.957859,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,13.12,73.7,70.01,0.0306,0.0472,0.0528,0.0116,0.0412,NA,NA,NA,NA,NA,0.08,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0366,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,11.88,71.9,68.31,0.0187,0.0694,0.0726,0.0105,0.0047,NA,NA,NA,NA,NA,0.33,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0367,HZ_BR,Germany,Birkenweg 16 16259 Dannenberg,NA,52.771519,13.957859,female,post partum,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.87,82.73,73.19,0.0567,NA,NA,NA,NA,0.0043,0.0061,0.0104,0,0,0.06,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0368,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.53,88.37,74.11,0.0476,NA,NA,NA,NA,0.0064,0.0057,0.0121,0,0,0.51,TRUE,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0369,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,TRUE,17.97,84.51,74.11,0.0558,0.0658,0.0673,0.0147,0.0596,NA,NA,NA,NA,NA,0.75,TRUE,NA,NA,NA,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0370,HZ_BR,Germany,Storkow seeweg 6,NA,NA,NA,female,pregadultnt,Mus musculus,2017,15/09/17,16/09/17,Czech,TRUE,20.34,84.42,83.35,0.147,NA,NA,NA,NA,NA,NA,NA,2,5,0.73,TRUE,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0371,HZ_BR,Germany,Birkenweg 16 16259 Dannenberg,NA,52.771519,13.957859,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,13.96,74.4,72.8,0.0481,NA,NA,NA,NA,0.0019,0.0025,0.0044,0,0,0.29,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0372,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,12.91,76.76,71.6,0.0263,NA,NA,NA,NA,0.0024,0.0023,0.0047,0,0,0.03,TRUE,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0373,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,21.69,91.3,86.15,0.0287,NA,NA,NA,NA,0.0073,0.0105,0.0178,0,0,0.77,TRUE,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0374,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.4,77.68,79.36,0.0246,0.0406,0.0419,0.0124,0.0725,NA,NA,NA,NA,NA,0.22,TRUE,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0375,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.8,81.48,def,0.0305,0.046,0.048,0.0164,0.0861,NA,NA,NA,NA,NA,0.19,TRUE,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0376,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.72,84.36,78.88,0.0319,NA,NA,NA,NA,0.0032,0.0042,0.0074,0,0,0.65,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0377,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,pregadultnt,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,22.69,88.89,79.37,0.0452,NA,NA,NA,NA,NA,NA,NA,4,5,0.36,TRUE,NA,NA,NA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0378,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,20.77,87.96,71.88,0.0456,0.0612,0.0623,0.0209,0.1232,NA,NA,NA,NA,NA,0.28,TRUE,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0379,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.54,80.22,76.33,0.0168,0.0621,0.0638,0.0133,0.0088,NA,NA,NA,NA,NA,0.01,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0380,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.27,83.7,78.01,0.0406,NA,NA,NA,NA,0.0021,0.0034,0.0055,0,0,0.2,TRUE,NA,NA,NA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0381,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,13.07,73.4,76.44,0.024,0.015,0.0162,0.0034,NA,NA,NA,NA,NA,NA,0.06,TRUE,NA,NA,NA,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
